135|aufraeumen|aaa.jpg||7|aufräumen|clean up, straighten up|összepakolni, kitakarítani
136|aufregen|aaa.jpg||7|aufregen|get excited, get upset|izgulni
137|aufschreiben|aaa.jpg||8|aufschreiben|write down|felírni
138|aufsein|aaa.jpg||8|aufsein|be open|nyitva lenni
139|aufstehen|aaa.jpg||3|aufstehen|stand up, get up|felkelni
140|auftrag|aaa.jpg||4|Auftrag|order, instructions|megbízás
141|aufwachen|aaa.jpg||5|aufwachen|wake up|felébredni
142|aufwaerts|aaa.jpg||6|aufwärts|up, upwards|felfelé
143|aufwiederhoeren|aaa.jpg||7|Auf Wiederhören|good-bye (on the phone)|viszonthallásra
144|aufwiedersehen|aaa.jpg||7|Auf Wiedersehen|good-bye|viszontlátásra
145|aufzug|aaa.jpg||8|Aufzug|elevator|lift
146|auge|aaa.jpg||1|Auge|eye|szem
147|augenblick|aaa.jpg||4|Augenblick|moment|pillanat
148|augenblicklich|aaa.jpg||8|augenblicklich|immediate|pillanat
149|aus|aaa.jpg||5|aus|out of|ki, kívül
150|ausbildung|aaa.jpg||6|Ausbildung|training, education|képzés, tréning
151|ausdruck|aaa.jpg||7|Ausdruck|expression|kifejezés
152|ausfahrt|aaa.jpg||7|Ausfahrt|exit, driveway|kijárat, kihajtás
153|ausflug|aaa.jpg||3|Ausflug|excursion, trip|kirándulás
154|ausfuellen|aaa.jpg||8|ausfüllen|fill out|kitölteni
155|ausgang|aaa.jpg||8|Ausgang|exit|kijárat
156|ausgeben|aaa.jpg||5|ausgeben|spend, give out|költeni
157|ausgehen|aaa.jpg||6|ausgehen|go out|kimenni
158|ausgezeichnet|aaa.jpg||5|ausgezeichnet|excellent|kitűtő
159|ausgleich|aaa.jpg||8|Ausgleich|conciliation|kiegyezés
160|auskunft|aaa.jpg||7|Auskunft|information|információ
161|auslaender|aaa.jpg||7|Ausländer|foreigner|külföldi, idegen
162|auslaendisch|aaa.jpg||8|ausländisch|foreign|külföldi, idegen
163|ausland|aaa.jpg||2|Ausland|foreign country, abroad|külföld
164|ausmachen|aaa.jpg||8|ausmachen|turn off (light)|kikapcsolni
165|ausnahme|aaa.jpg||8|Ausnahme|exception|kivétel
166|auspacken|aaa.jpg||5|auspacken|unpack|kicsomagolni
167|ausrechnen|aaa.jpg||6|ausrechnen|work out, figure out (math)|kiszámolni
168|ausreichen|aaa.jpg||7|ausreichen|be enough|elég, elégnek lenni
169|ausschalten|aaa.jpg||7|ausschalten|turn off (light)|kikapcsolni
170|ausschliessen|aaa.jpg||8|ausschließen|expel, disqualify, exclude|kizárni, kiutasítani
171|aussehen|aaa.jpg||8|aussehen|look like|kinézni
172|aussein|aaa.jpg||5|aussein|is out|kint lenni
173|aussen|aaa.jpg||2|außen|outside|kívül
174|ausser|aaa.jpg||3|außer|except for, besides|azonkívül, mellesleg
175|ausserdem|aaa.jpg||6|außerdem|besides, in addition to|mellesleg, hozzá adódóan
176|ausserhalb|aaa.jpg||7|außerhalb|outside of|kívül, külső
177|aussicht|aussicht.jpg|Tünde Erdős|1|Aussicht|view|kilátás
178|aussprache|aaa.jpg||5|Aussprache|pronunciation|kiejtés
179|aussprechen|aaa.jpg||7|aussprechen|pronounce|kiejteni (betűt)
180|aussteigen|aaa.jpg||8|aussteigen|get off, get out|leszállni, kilépni
181|ausstellen|aaa.jpg||8|ausstellen|display, exhibit|kiállítani
182|ausstellung|aaa.jpg||6|Ausstellung|exhibition, display|kiállítás
183|ausvon|aaa.jpg||2|aus, von|from, of|-ból, ből
184|ausweis|aaa.jpg||8|Ausweis|identification, ID|igazolvány
185|ausziehen|aaa.jpg||4|ausziehen|take off (clothes), get undressed|levetkőzni
186|auszubildende|aaa.jpg||5|Auszubildende|trainee|gyakornok
187|auto|aaa.jpg||1|Auto|car|autó
188|autobahn|aaa.jpg||6|Autobahn|highway|autópálya
189|automat|aaa.jpg||7|Automat|vending machine|árusító automata
190|automatisch|aaa.jpg||7|automatisch|automatic|autmatikus
191|autor|aaa.jpg||8|Autor|author|szerző
192|baby|aaa.jpg||8|Baby|baby|baba, csecsemő
193|backen|aaa.jpg||5|backen|bake|sütni
194|bad|aaa.jpg||2|Bad|Bathroom, bath|fürdő, fürdőszoba
195|baden|aaa.jpg||1|baden|bathe, go swimming|fürödni
196|badewanne|aaa.jpg||6|Badewanne|bathtub|fürdőkád
197|baecker|aaa.jpg||2|Bäcker|baker|pék
198|baeckerei|aaa.jpg||7|Bäckerei|bakery|pékség
199|baer|aaa.jpg||1|Bär|bear|medve, maci 
200|bahn|aaa.jpg||7|Bahn|train|vonat
201|bahnhof|aaa.jpg||2|Bahnhof|train station|pályaudvar
202|bahnsteig|aaa.jpg||7|Bahnsteig|train platform|peron, sín
203|bald|aaa.jpg||2|bald|soon|nemsokára
204|ball|aaa.jpg||1|Ball|ball|labda
205|banane|aaa.jpg||1|Banane|banana|banán
206|band|aaa.jpg||5|Band|belt, tape, ribbon|szalag
207|bank1|aaa.jpg||8|Bank|bench|pad
208|bank2|aaa.jpg||8|Bank|bank|bank
209|bar1|aaa.jpg||5|bar|cash|készpénz
210|bar2|aaa.jpg||6|Bar|bar, nightclub|bár, éjszakai klub
211|bart|aaa.jpg||7|Bart|beard|szakáll
212|baubauten|aaa.jpg||7|Bau, Bauten|construction|építkezés
213|bauch|aaa.jpg||3|Bauch|stomach|has
214|bauen|aaa.jpg||2|bauen|build|építeni
215|bauer|aaa.jpg||3|Bauer|farmer, peasant|paraszt
216|baum|baum.jpg|Tünde Erdős|1|Baum|tree|fa (élő)
217|baustein|aaa.jpg||1|Baustein|blocks|építőkocka
218|beachten|aaa.jpg||8|beachten|notice, pay attention|figyelembe venni
219|beamte|aaa.jpg||4|Beamte|clerk, official|hivatalnok
220|beantragen|aaa.jpg||8|beantragen|apply|kérvényezni, jelentkezni
221|bedarf|aaa.jpg||8|Bedarf|need, demand|szükséglet
222|bedauern|aaa.jpg||6|bedauern|be sorry for|sajnálni
223|bedeuten|aaa.jpg||5|bedeuten|mean|jelenteni
224|bedienen|aaa.jpg||6|bedienen|serve|kiszolgálni
225|bedienung|aaa.jpg||4|Bedienung|service, waiter or waitress|kiszolgálás
226|bedingung|aaa.jpg||4|Bedingung|condition|feltétel
227|beeilen|aaa.jpg||7|beeilen|hurry|sietni
228|beeinflussen|aaa.jpg||7|beeinflussen|influence|befolyásolni
229|befriedigend|aaa.jpg||8|befriedigend|satisfactory|kielégítő
230|begebenheit|aaa.jpg||8|Begebenheit|event|esemény
231|begegnen|aaa.jpg||8|begegnen|meet|találkozni
232|beginnen|aaa.jpg||8|beginnen|begin|elkezdeni
233|begreifen|aaa.jpg||5|begreifen|comprehend|felfogni, megérteni
234|begruenden|aaa.jpg||5|begründen|give reasons for, explain|megindokolni, megmagyarázni
235|begruessen|aaa.jpg||6|begrüßen|greet|üdvözölni
236|behalten|aaa.jpg||7|behalten|keep|megtartani
237|behandeln|aaa.jpg||7|behandeln|treat, deal with|kezelni
238|behaupten|aaa.jpg||8|behaupten|claim, maintain|igény, követelés
239|behindern|aaa.jpg||8|behindern|hinder, hamper|akadályozni, gátolni
240|bei|aaa.jpg||5|bei|near, with|-val, -vel, -nál, -nél 
241|beide|aaa.jpg||3|beide|both|mindkettő
242|bein|aaa.jpg||1|Bein|leg|láb
243|beinahe|aaa.jpg||5|beinahe, fast|nearly|majdnem
244|beispiel|aaa.jpg||3|Beispiel|example|példa
245|beitrag|aaa.jpg||5|Beitrag|contribution|hozzájárulás, cikk (szöveg)
246|bekannt|aaa.jpg||3|bekannt|well known|ismeretes, ismert
247|bekannte|aaa.jpg||6|Bekannte|acquaintance|ismerős, barát
248|bekanntgeben|aaa.jpg||7|bekanntgeben|announce|bejelenteni
249|bekanntschaft|aaa.jpg||4|Bekanntschaft|acquaintance|ismeretség
250|bekommen|aaa.jpg||2|bekommen|get, receive|kapni
251|beleidigen|aaa.jpg||7|beleidigen|insult, offend|megsérteni, megbántani
252|beliebt|aaa.jpg||8|beliebt|popular|népszerű
253|bemerken|aaa.jpg||8|bemerken|notice|észrevenni
254|bemühen|aaa.jpg||5|bemühen|put forth effort|törekedni
255|benachrichtigen|aaa.jpg||5|benachrichtigen|notify, inform|értesíteni
256|benutzen|aaa.jpg||3|benutzen|use|használni
257|benzin|aaa.jpg||6|Benzin|gas(oline)|benzin
258|beobachten|aaa.jpg||7|beobachten|observe|megfigyelni
259|bequem|aaa.jpg||7|bequem|comfortable|kényelmes
260|beraten|aaa.jpg||8|beraten|advise|tanácsot adni, tanácsolni
261|bereit|aaa.jpg||8|bereit|ready|kész
262|berg|berg.jpg|Tünde Erdős|1|Berg|mountain|hegy
263|bericht|aaa.jpg||5|Bericht|report|jelentés, riport
264|berichten|aaa.jpg||6|berichten|report|jelenteni
265|beruecksichtigen|aaa.jpg||7|berücksichtigen|consider|figyelembe venni
266|beruehmt|aaa.jpg||7|berühmt|famous|híres
267|beruf|aaa.jpg||2|Beruf|occupation, career, profession|szakma
268|berufstaetig|aaa.jpg||8|berufstätig|employed|dolgozó
269|beschaedigen|aaa.jpg||8|beschädigen|damage|kárt okozni, sérülést okozni
270|bescheid|aaa.jpg||5|Bescheid|answer, word|válasz
271|beschliessen|aaa.jpg||6|beschließen|choose, conclude|választani, eldönteni
272|beschreiben|aaa.jpg||7|beschreiben|describe|leírni
273|beschweren|aaa.jpg||7|beschweren|complain|panaszkodni
274|besetzt|aaa.jpg||8|besetzt|occupied|foglalt
275|besichtigen|aaa.jpg||8|besichtigen|view, visit|megtekinteni
276|besitzen|aaa.jpg||5|besitzen|own|van neki, tulajdonolni
277|besonders|aaa.jpg||5|besonders|especially|különösen
278|besorgt|aaa.jpg||7|besorgt|anxious|aggódó
279|besserung|aaa.jpg||6|Besserung|improvement|javulás
280|bestaetigen|aaa.jpg||6|bestätigen|affirm, certify|elismerni, igazolni
281|besteck|aaa.jpg||7|Besteck|silverware|evőeszköz
282|bestehen|aaa.jpg||7|bestehen|consist of|áll valamiből, tartalmaz valamit
283|bestellen|aaa.jpg||8|bestellen|order|rendelni
284|bestimmen|aaa.jpg||8|bestimmen|determine, decide|meghatározni
285|bestimmt|aaa.jpg||5|bestimmt|certainly, sure|bizonyos
286|bestrafen|aaa.jpg||5|bestrafen|punish, discipline|megbüntetni, fegyelmezni
287|besuch|aaa.jpg||3|Besuch|visit|látogatás
288|besuchen|aaa.jpg||6|besuchen|visit|meglátogatni
289|beten|aaa.jpg||7|beten|pray|imádkozni
290|betrag|aaa.jpg||3|Betrag|sum|összeg
291|betragen|aaa.jpg||7|betragen|amounts to|valamennyibe kerülni
292|betrieb|aaa.jpg||8|Betrieb|business, firm|üzlet, cég
293|betriebsrat|aaa.jpg||8|Betriebsrat|works council|üzemi tanács
294|betrügen|aaa.jpg||4|betrügen|deceive, cheat|megcsalni
295|bett|aaa.jpg||1|Bett|bed|ágy
296|bevoelkerung|aaa.jpg||5|Bevölkerung|population|népesség
297|bevor|aaa.jpg||6|bevor|before|előtte
298|bewegen|aaa.jpg||2|bewegen|move|mozgatni
299|bewegung|aaa.jpg||7|Bewegung|movement|mozgás
300|beweis|aaa.jpg||3|Beweis|proof|bizonyíték
301|beweisen|aaa.jpg||4|beweisen|prove|bizonyítani
302|bewerben|aaa.jpg||7|bewerben|apply|jelentkezni
303|bewerbung|aaa.jpg||8|Bewerbung|application|jelentkezés, kérelem
304|bewohner|aaa.jpg||8|Bewohner|inhabitant|lakos
305|bezahlen|aaa.jpg||5|bezahlen|pay|fizetni
306|beziehen|aaa.jpg||6|beziehen|relate to, refer to|vonatkozni valamire
307|beziehung|aaa.jpg||7|Beziehung|relaitonship, rapport|kapcsolat
308|bibliothek|aaa.jpg||7|Bibliothek|library|könyvtár
309|biene|aaa.jpg||1|Biene|bee|méh, méhecske
310|bier|aaa.jpg||1|Bier|beer|sör
311|bieten|aaa.jpg||8|bieten|offer|kínálni, felajánlani
312|bild|aaa.jpg||1|Bild|picture|kép
313|billig|aaa.jpg||2|billig|cheap|olcsó
314|binden|aaa.jpg||4|binden|bind|kötni
315|biologie|aaa.jpg||8|Biologie|biology|biólogia
316|birne|aaa.jpg||5|Birne|pear|körte
317|bis|aaa.jpg||8|bis|until|-ig, -amíg
318|bisher|aaa.jpg||8|bisher|until now, so far|mostanáig, eddig
319|bisschen|aaa.jpg||5|bißchen|a little|kicsit
320|bitte1|aaa.jpg||6|bitte|please, your welcome|kérem
321|bitte2|aaa.jpg||7|Bitte|request, favor|kérés, kérelem
322|bitten|aaa.jpg||2|bitten|request, ask for|kérni
323|bitter|aaa.jpg||5|bitter|bitter|keserű
324|blass|aaa.jpg||7|blaß|pale|sápadt
325|blatt|blatt.jpg|Tünde Erdős|1|Blatt|leaf, sheet|levél (falevél)
326|blau|blau.jpg|László Erdős|1|blau|blue|kék
327|blauehose|aaa.jpg||1|Blaue Hose, Jeans|blue jeans|kék farmer
328|bleiben|aaa.jpg||4|bleiben|stay, remain|maradni
329|bleistift|bleistift.jpg|Tünde Erdős|1|Bleistift|pencil|ceruza
330|blick|aaa.jpg||8|Blick|look|kilátás, nézet
331|blind|aaa.jpg||8|blind|blind|vak
332|blitz|aaa.jpg||3|Blitz|lightening|villám
333|blond|aaa.jpg||2|blond|blond|szőke
334|bloss|aaa.jpg||5|bloß|mere(ly), bare(ly)|csak, csupán
335|bluehen|aaa.jpg||6|blühen|bloom, blossom|virágozni
336|blume|blume.jpg|Tünde Erdős|1|Blume|flower|virág
337|bluse|aaa.jpg||6|Bluse|blouse|blúz
338|blut|aaa.jpg||2|Blut|blood|vér
339|bluten|aaa.jpg||2|bluten|bleed|vérezni
340|boden|aaa.jpg||7|Boden|floor, ground|föld, talaj
341|boese|aaa.jpg||7|böse|angry|gonosz, dühös
342|bohne|aaa.jpg||4|Bohne|bean|bab
343|bombe|aaa.jpg||8|Bombe|bomb|bomba
344|bonbon|aaa.jpg||8|Bonbon|hard candy|cukorka
345|boot|aaa.jpg||5|Boot|boat|csónak, hajó
346|braeutigam|aaa.jpg||5|Bräutigam|groom, bridegroom|vőlegény
347|braten1|aaa.jpg||5|Braten|roast, roast meat|sült, sült hús
348|braten2|aaa.jpg||6|braten|fry|sütni
349|brauchen|aaa.jpg||3|brauchen, nötig haben|need, require|szüksége van
350|braun|braun.jpg|László Erdős|1|braun|brown|barna
351|braut|aaa.jpg||5|Braut|bride|menyasszony
352|breit|aaa.jpg||3|breit|wide|széles
353|breite|aaa.jpg||6|Breite|depth, width|szélesség
354|bremse|aaa.jpg||7|Bremse|brake|fék
355|bremsen|aaa.jpg||7|bremsen|brake|fékezni
356|brennen|aaa.jpg||2|brennen|burn|égni
357|brief|aaa.jpg||1|Brief|letter|levél (boríték)
358|briefkasten|aaa.jpg||3|Briefkasten|mailbox|postaláda
359|briefmarke|briefmarke.jpg|Tünde Erdős|1|Briefmarke|stamp|bélyeg
360|brieftasche|aaa.jpg||2|Brieftasche|wallet, purse|pénztárca
361|brieftraeger|aaa.jpg||4|Briefträger|postman, mailman|postás
362|briefumschlag|aaa.jpg||8|Briefumschlag|envelope|boríték
363|brille|aaa.jpg||1|Brille|eye glasses|szemüveg
364|bringen|aaa.jpg||8|bringen|bring|hozni
365|broetchen|aaa.jpg||8|Brötchen|hard roll|zsemle
366|brot|brot.jpg|Tünde Erdős|1|Brot|bread|kenyér
367|bruder|aaa.jpg||2|Bruder|brother|fiú testvér
368|bruecke|aaa.jpg||2|Brücke|bridge|híd
369|brunnen|aaa.jpg||5|Brunnen|well|kút
370|brust1|aaa.jpg||3|Brust|breast|mell
371|brust2|aaa.jpg||4|Brust|chest|mellkas
372|buch|buch.jpg|Tünde Erdős|1|Buch|book|könyv
373|buchen|aaa.jpg||5|buchen|book|könyvelni
374|buchhalter|aaa.jpg||6|Buchhalter|bookkeeper|könyvelő
375|buchstabe|aaa.jpg||1|Buchstabe|letter|betű
376|buchstabieren|aaa.jpg||6|buchstabieren|spell|betűzni
377|buergermeister|aaa.jpg||7|Bürgermeister|mayor|polgármester
378|buero|aaa.jpg||2|Büro|office|iroda
379|buerste|aaa.jpg||6|Bürste|brush|kefe
380|bundes|aaa.jpg||7|Bundes|federal|szövetség
381|bundeskanzler|aaa.jpg||8|Bundeskanzler|Chancellor of Germany|kancellár
382|bunt|aaa.jpg||8|bunt|colorful|színes, tarka
383|burg|burg.jpg|Tünde Erdős|1|Burg|castle, burg|vár
384|bus|aaa.jpg||1|Bus|bus|busz
385|butter|aaa.jpg||1|Butter|butter|vaj
386|cafe|aaa.jpg||5|Café|café|kávézó, kávéház
387|camping|aaa.jpg||6|Camping|camping|kemping
388|cassette|aaa.jpg||7|Cassette|cassette|kazetta
389|cassettenrecorder|aaa.jpg||7|Cassettenrecorder|cassette recorder|kazettás magnó
390|cddisc|cddisc.jpg|Tünde Erdős|1|CD Disc|cd disc|CD korong
391|Centrum|aaa.jpg||8|Centrum|center|centrum, központ
392|chance|aaa.jpg||8|Chance|chance|esély
393|charakter|aaa.jpg||4|Charakter|character|jellem, karakter
394|chef|aaa.jpg||3|Chef|boss, chief|főnök, felettes
395|chemie|aaa.jpg||5|Chemie|chemistry|kémia
396|chic|aaa.jpg||6|chic|stylish, fasionable|sikkes, elegáns, divatos
397|clown|aaa.jpg||1|Clown|clown|bohóc
398|club|aaa.jpg||7|Club|club|klub
399|cola|aaa.jpg||1|Cola|cola, coke|kóla
400|computer|aaa.jpg||7|Computer|computer|számítógép
401|couch|aaa.jpg||8|Couch|couch, sofa|kanapé
402|crem|aaa.jpg||8|Creme|cream|krém
403|da|aaa.jpg||5|da|there|ott
404|dabei|aaa.jpg||6|dabei|there|ott, ott van
405|dach|aaa.jpg||7|Dach|roof|tető
406|dachboden|aaa.jpg||7|Dachboden|attic, loft, roof|padlás
407|damals|aaa.jpg||7|damals|at that time|akkor, valamikor
408|dame|aaa.jpg||3|Dame|lady, woman|hölgy, dáma
409|damit|aaa.jpg||8|damit|with it|valamivel
410|dampf|aaa.jpg||6|Dampf|steam|gőz
411|dampfer|aaa.jpg||7|Dampfer|steamer|gőzös, gőzhajó
412|dank|aaa.jpg||8|Dank|thank|köszönet
413|dankbar|aaa.jpg||5|dankbar|grateful, thankful|hálás
414|danken|aaa.jpg||8|danken|thank|megköszönni
415|dann|aaa.jpg||2|dann, damals|then|akkor
416|darstellung|aaa.jpg||5|Darstellung|representation|képviselet, ábrázolás
417|darum|aaa.jpg||3|darum, deshalb|therefore|azért
418|dasein|aaa.jpg||6|dasein|be there|ott lenni
419|dass|aaa.jpg||3|dass|that|hogy
420|datum|aaa.jpg||7|Datum|date|dátum
421|dauern|aaa.jpg||7|dauern|take, last|tartani (időben)
422|dauernd|aaa.jpg||4|dauernd|continuously, forever|tartós
423|decke|aaa.jpg||8|Decke|blanket|takaró
424|dein|aaa.jpg||2|dein|your|tied
